PRODUCT,AGE,AREA,RESIDENTIAL_PLACE,EDUCATION,MARITAL_STATUS,HOUSEHOLD_MEMBERS,NO_OF_DEPENDENTS,INCOME,WORK_SENIORITY,BUSINESS AGE,ECONOMIC_SECTOR,EMPLOYEE_NO,LENGTH_RELATIONSHIP_WITH_CLIENT,DEBIT_CARD,CURRENT_ACCOUNT,SAVING_ACCOUNT,SALARY_ACCOUNT,FOREIGN_ACCOUNT,FINALIZED_LOAN,DEPOSIT,PENSION_FUNDS,DEFAULT_FLAG
C,23,Urban area,Living with family,University,single,1,0,929.67,3,18,Accommodation and food service activities,between 251-500,3,0,0,0,0,0,0,0,0,0
C,47,County capital,Owner without mortgage,College,single,1,0,1263.245,2,22,Manufacturing,between 101-250,1,0,0,0,0,0,0,0,0,0
F,26,Rural area,Living with family,University,single,1,0,2039.75,4,10,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
C,60,County capital,Owner without mortgage,Highschool,divorced,1,0,1907,3,11,"Agriculture, hunting and forestry",between 11-20,12,0,0,0,0,0,1,0,0,0
F,29,County capital,Living with family,University,single,1,0,3500,3,16,"Professional, scientific and technical activities",between 0-10,2,0,0,0,0,0,0,0,0,0
B,36,Urban area,Owner without mortgage,Missing,married,2,0,2375.965,2,2,Other,between 51-100,1,0,0,0,0,0,0,0,0,0
F,35,County capital,Living with family,University,married,2,0,6668,2,10,Manufacturing,between 0-10,1,1,1,0,0,0,0,0,0,0
B,54,County capital,Living with family,Post secondary school,single,1,0,767,21,25,Education,between 101-250,2,0,0,0,0,0,0,0,0,0
B,36,County capital,Owner without mortgage,Other,single,1,0,1388.6,2,16,Missing,> 1.000,10,0,0,0,0,0,0,0,0,0
B,49,County capital,Owner without mortgage,Other,single,1,0,1711.17,11,16,Manufacturing,> 1.000,1,1,1,0,1,0,0,0,0,0
F,34,County capital,Living with family,University,married,3,1,3367.5,11,19,Wholesale and retail trade,> 1.000,1,1,1,0,0,0,0,0,0,0
B,35,Urban area,Owner with mortgage,University,single,1,0,1487.9975,17,33,Missing,between 51-100,2,0,0,0,0,0,0,0,0,0
C,65,County capital,Owner without mortgage,Highschool,married,2,0,1042,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,45,Rural area,Living with family,Post secondary school,married,2,0,2761,2,9,Manufacturing,between 501-1.000,1,0,1,0,0,0,0,0,0,0
C,44,County capital,Living with family,Highschool,single,1,0,1230,4,11,Manufacturing,between 21-50,1,0,0,0,0,0,0,0,0,1
C,61,County capital,Owner without mortgage,Highschool,married,2,0,916,5,16,Missing,Missing,10,0,1,0,0,0,0,0,0,0
B,46,Urban area,Owner without mortgage,Highschool,married,2,0,1519.45,7,16,Manufacturing,between 251-500,12,1,1,0,0,0,1,0,0,0
C,60,Urban area,Owner without mortgage,Missing,married,2,1,869,7,21,Public administration and defence,between 101-250,1,0,0,0,0,0,0,0,0,0
C,43,County capital,Owner without mortgage,Post-graduate,married,1,0,4773,21,21,Public administration and defence,between 251-500,11,1,1,0,0,0,1,0,0,0
F,37,County capital,Living with family,University,divorced,1,0,2424,7,40,Missing,between 51-100,2,1,1,0,1,0,0,0,0,0
E,43,Rural area,Owner without mortgage,Other,married,2,0,1231,2,13,"Agriculture, hunting and forestry",between 51-100,2,1,1,0,0,0,0,0,0,0
F,32,County capital,Living with family,University,married,3,1,3200,3,4,"Professional, scientific and technical activities",between 51-100,2,0,0,0,0,0,0,0,0,0
C,27,County capital,Owner without mortgage,University,divorced,1,0,1282.8,5,63,Public administration and defence,between 101-250,1,0,1,0,0,0,0,0,0,0
C,38,County capital,Owner without mortgage,Post-graduate,married,2,0,1959,11,24,Public administration and defence,between 251-500,11,0,0,0,0,0,1,0,0,0
F,42,County capital,Living with family,University,married,4,2,3500,4,11,"Professional, scientific and technical activities",between 11-20,14,0,0,0,0,0,0,0,0,0
F,38,County capital,Owner without mortgage,Post-graduate,single,1,0,4956,14,24,Transportation and storage,> 1.000,12,0,0,0,0,0,1,0,0,0
C,23,County capital,Living with family,Post-graduate,single,1,1,1082.25,1,16,Manufacturing,> 1.000,1,1,1,0,1,0,0,0,0,0
C,46,Urban area,Owner without mortgage,Highschool,widow,1,0,1158,19,49,Missing,between 251-500,12,1,1,0,0,0,0,0,0,0
B,31,Urban area,Living with family,Post-graduate,single,1,0,1075.75,5,12,Missing,between 101-250,2,0,0,0,0,0,0,0,0,0
B,21,Rural area,Living with family,Other,single,1,0,856.9,2,16,Missing,> 1.000,1,1,1,0,1,0,0,0,0,1
F,45,County capital,Owner without mortgage,University,widow,1,0,2747.0825,11,11,Manufacturing,between 501-1.000,18,0,0,0,0,0,0,0,0,0
F,24,Rural area,Living with family,University,single,1,0,1571.745,4,16,Manufacturing,between 251-500,1,0,0,0,0,0,0,0,0,0
C,46,Rural area,Owner without mortgage,Highschool,married,2,0,741,4,15,Manufacturing,between 51-100,1,1,1,0,0,0,0,0,0,0
B,45,Urban area,Owner without mortgage,Post secondary school,divorced,2,1,1708.65,7,33,Human health and social work activities,between 501-1.000,2,1,1,0,0,0,0,0,0,0
C,31,Rural area,Living with family,University,single,1,0,1201,1,19,Manufacturing,> 1.000,11,1,1,0,0,0,1,0,0,0
B,43,County capital,Owner without mortgage,University,single,1,0,1014,6,17,Wholesale and retail trade,between 11-20,1,1,1,0,1,0,0,0,0,0
B,51,County capital,Living with family,Post secondary school,single,1,0,2614,5,9,Public administration and defence,between 251-500,11,0,0,0,0,0,1,0,0,0
C,55,County capital,Owner without mortgage,Highschool,widow,1,0,1000,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,67,Rural area,Owner without mortgage,Highschool,married,2,0,1063,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,42,Rural area,Owner without mortgage,College,married,2,0,1486.75,7,8,Manufacturing,> 1.000,8,0,1,0,0,0,1,0,0,0
E,37,Urban area,Owner without mortgage,Highschool,married,3,1,1160.4975,8,13,Manufacturing,between 501-1.000,10,1,1,0,0,0,1,0,0,0
B,65,Rural area,Owner without mortgage,Vocational school,widow,1,0,800,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,63,Urban area,Owner without mortgage,Highschool,married,2,0,1814,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
F,35,County capital,Owner with mortgage,University,married,2,0,1107,7,46,Public administration and defence,between 501-1.000,9,1,1,0,1,0,1,0,0,0
C,38,Rural area,Owner without mortgage,Post secondary school,divorced,1,0,1721.5775,3,21,Wholesale and retail trade,between 101-250,9,0,0,0,0,0,1,0,0,1
C,27,Urban area,Living with family,Missing,married,2,0,1584.0775,7,22,Manufacturing,between 101-250,7,0,0,0,0,0,0,0,0,1
E,33,Rural area,Living with family,Highschool,divorced,3,2,922.67,2,25,Manufacturing,> 1.000,2,1,1,0,1,0,0,0,0,0
F,44,County capital,Owner without mortgage,University,single,1,0,1829.15,2,17,Construction,between 11-20,11,0,0,0,0,0,0,0,0,0
F,38,Urban area,Living with family,Highschool,married,2,0,814.76,12,21,Manufacturing,between 21-50,1,0,0,0,0,0,0,0,0,0
B,65,Urban area,Owner without mortgage,Missing,married,2,0,901,5,16,Missing,Missing,2,0,0,0,0,0,0,0,0,0
B,32,Rural area,Owner without mortgage,University,single,1,0,3241,3,24,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
B,36,Urban area,Living with family,Highschool,single,1,0,1289.75,11,15,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,1
C,66,County capital,Owner without mortgage,Highschool,married,2,0,1998,9,9,Public administration and defence,between 11-20,2,0,0,0,0,0,0,0,0,0
C,38,Rural area,Owner without mortgage,Missing,married,4,2,3694,10,22,Financial and insurance activities,between 501-1.000,11,0,0,0,0,0,0,0,0,0
B,23,County capital,Owner without mortgage,University,single,1,1,966.495,3,21,Manufacturing,> 1.000,1,0,1,0,0,0,0,0,0,1
B,63,County capital,Owner without mortgage,Vocational school,divorced,1,0,1167,5,16,Missing,Missing,14,1,1,0,0,0,0,0,0,0
E,67,County capital,Owner without mortgage,Vocational school,married,2,0,961,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,22,County capital,Owner without mortgage,Post secondary school,single,1,0,784.495,2,21,Wholesale and retail trade,between 501-1.000,1,0,0,0,0,0,0,0,0,0
C,29,County capital,Owner with mortgage,University,single,1,0,2310.91,5,10,"Professional, scientific and technical activities",> 1.000,10,1,1,0,0,0,0,0,0,0
F,49,County capital,Owner without mortgage,University,married,2,0,4993,7,66,Public administration and defence,between 251-500,13,0,0,0,0,0,1,0,0,0
F,29,County capital,Living with family,University,single,1,0,7890.66,3,21,Other,between 501-1.000,9,1,1,0,0,0,0,0,0,0
C,68,County capital,Owner without mortgage,Highschool,widow,1,0,841,5,16,Missing,Missing,9,0,1,0,0,0,1,0,0,0
C,27,County capital,Living with family,University,single,1,0,1746,5,5,Other,between 101-250,1,1,1,0,1,0,0,0,0,0
F,38,County capital,Owner without mortgage,University,married,3,1,4586.25,2,24,Wholesale and retail trade,between 251-500,1,0,0,0,0,0,0,0,0,0
B,44,Urban area,Owner without mortgage,Highschool,married,2,0,794.83,7,38,Manufacturing,between 501-1.000,2,0,0,0,0,0,0,0,0,0
E,48,Rural area,Owner without mortgage,University,married,3,1,4410.6375,18,18,Mining and quarrying,> 1.000,17,1,1,0,0,0,1,0,0,0
C,55,Urban area,Owner without mortgage,Post secondary school,single,1,0,865.005,2,16,Manufacturing,between 101-250,10,0,1,0,0,0,1,0,0,0
F,29,County capital,Living with family,Post-graduate,married,2,0,2128,7,8,Wholesale and retail trade,between 51-100,1,1,1,0,0,0,0,0,0,0
C,24,County capital,Living with family,University,single,1,0,779,2,21,Other,between 101-250,1,1,1,0,0,0,0,0,0,0
C,25,County capital,Living with family,College,single,1,1,1209,2,11,Manufacturing,between 251-500,2,0,0,0,0,0,0,0,0,0
C,28,County capital,Living with family,Highschool,single,1,0,1218,2,3,Other,> 1.000,1,0,0,0,0,0,0,0,0,0
F,29,County capital,Living with family,University,single,1,0,3129.9975,2,10,Information and communication,between 101-250,2,0,0,0,0,0,0,0,0,0
C,32,County capital,Owner without mortgage,University,married,2,0,2171.5,11,11,Manufacturing,between 101-250,1,1,1,0,0,0,0,0,0,0
C,65,County capital,Owner without mortgage,Highschool,widow,1,0,1191,5,16,Missing,Missing,10,0,1,0,0,0,0,0,0,0
B,38,County capital,Owner without mortgage,University,married,2,0,6529,7,11,Manufacturing,between 251-500,12,1,1,0,0,0,0,0,0,0
E,41,Rural area,Owner without mortgage,Post secondary school,married,2,0,1298.8,1,8,Manufacturing,between 501-1.000,1,1,1,0,1,0,0,0,0,0
C,61,Rural area,Owner without mortgage,Highschool,married,2,0,821,5,16,Missing,Missing,12,0,0,0,0,0,0,0,0,0
C,42,County capital,Living with family,University,married,3,1,1197,10,69,Education,between 101-250,1,0,0,0,0,0,0,0,0,0
C,38,Urban area,Living with family,Highschool,single,1,0,1602.67,5,8,Manufacturing,between 101-250,10,0,0,0,0,0,1,0,0,0
B,32,County capital,Owner without mortgage,University,married,3,1,1891,10,22,Public administration and defence,between 501-1.000,13,1,1,0,1,0,0,0,0,0
C,48,Urban area,Owner without mortgage,University,married,2,0,1611,3,3,Manufacturing,between 51-100,13,0,1,0,0,0,1,0,0,0
F,37,Urban area,Owner without mortgage,Highschool,married,3,1,2100.965,3,13,Construction,between 21-50,1,0,0,0,0,0,0,0,0,0
E,22,Rural area,Living with family,Other,single,1,0,1177,2,17,Manufacturing,> 1.000,3,1,1,0,0,0,0,0,0,0
F,33,County capital,Living with family,University,single,1,0,3967.11,6,25,Information and communication,> 1.000,12,0,0,0,0,0,0,0,0,0
C,52,Rural area,Owner without mortgage,College,married,2,0,2347.7525,29,30,Missing,> 1.000,1,0,0,0,0,0,0,0,0,0
F,32,County capital,Living with family,University,single,1,0,2733.705,4,10,Missing,> 1.000,5,1,1,0,0,0,0,0,0,0
F,28,County capital,Living with family,Post-graduate,single,1,0,1832,4,11,Human health and social work activities,between 21-50,2,1,1,0,0,0,0,0,0,0
F,31,Urban area,Living with family,Highschool,married,2,0,4354.505,2,7,Missing,between 251-500,3,0,0,0,0,0,0,0,0,0
E,45,County capital,Owner without mortgage,University,married,2,0,1498,25,25,Other,between 51-100,17,1,1,0,0,0,0,0,0,0
C,27,Urban area,Owner without mortgage,University,single,1,0,761.78,2,19,Manufacturing,> 1.000,2,1,1,0,1,0,0,0,0,0
C,57,County capital,Owner without mortgage,College,married,2,0,2154,7,9,Electricity and gas,between 101-250,1,0,0,0,0,0,0,0,0,0
F,32,County capital,Living with family,Post-graduate,married,2,0,1477,8,21,Public administration and defence,between 251-500,2,0,0,0,0,0,0,0,0,0
C,63,Rural area,Owner without mortgage,Other,widow,1,0,1423,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
F,42,Urban area,Living with family,University,single,1,0,3063,17,17,Transportation and storage,> 1.000,2,0,0,0,0,0,0,0,0,0
F,33,County capital,Owner with mortgage,University,married,2,0,5136,8,16,Financial and insurance activities,> 1.000,12,0,0,0,0,0,0,0,0,0
C,36,Urban area,Owner without mortgage,Highschool,single,1,0,1760,3,3,Electricity and gas,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,34,Urban area,Owner without mortgage,Other,married,3,1,1453.53,3,16,Information and communication,between 51-100,13,0,1,0,0,0,0,0,0,0
C,58,County capital,Owner without mortgage,University,married,2,0,1386,4,21,Water supply,between 251-500,12,0,0,0,0,0,1,0,0,0
C,26,County capital,Owner without mortgage,Highschool,married,2,0,2187,6,16,Manufacturing,> 1.000,7,0,0,0,0,0,1,0,0,0
C,38,County capital,Owner without mortgage,Other,divorced,1,0,1435.5,12,14,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
F,28,Rural area,Living with family,University,married,2,0,2056.5,4,42,Public administration and defence,between 101-250,1,1,1,0,1,0,0,0,0,0
C,36,Rural area,Living with family,Highschool,married,3,1,660.495,12,17,Manufacturing,between 21-50,1,0,0,0,0,0,0,0,0,0
F,29,County capital,Owner without mortgage,University,single,1,0,1457.33,1,13,"Agriculture, hunting and forestry",between 51-100,1,0,0,0,0,0,0,0,0,0
E,36,Rural area,Owner without mortgage,Highschool,married,2,0,1535.995,7,24,Water supply,between 501-1.000,1,1,1,0,1,0,0,0,0,0
C,29,Rural area,Living with family,University,married,3,1,1412,2,9,Manufacturing,> 1.000,10,0,0,0,0,0,1,0,0,0
E,63,County capital,Owner without mortgage,Highschool,married,2,0,751,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,48,Rural area,Living with family,Highschool,married,2,0,1061,17,17,Transportation and storage,> 1.000,10,0,0,0,0,0,1,0,0,0
F,34,County capital,Owner without mortgage,University,single,1,0,4000,8,11,Information and communication,between 0-10,1,1,1,0,0,0,0,0,0,0
B,55,County capital,Owner without mortgage,Highschool,single,1,0,900,2,21,Other,between 101-250,2,0,0,0,0,0,0,0,0,0
F,30,Urban area,Living with family,University,married,2,0,7035,7,9,Information and communication,between 51-100,2,0,0,0,0,0,0,0,0,0
F,35,Missing,Living with family,College,married,2,0,4215.21,4,16,Human health and social work activities,between 101-250,2,0,0,0,0,0,0,0,0,0
B,21,County capital,Owner without mortgage,Highschool,married,2,0,1240,2,16,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
B,45,Rural area,Living with family,Other,single,1,0,1093.67,8,16,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
B,29,County capital,Living with family,University,single,1,0,1457.3,2,19,Information and communication,> 1.000,2,0,0,0,0,0,0,0,0,0
C,68,Rural area,Owner without mortgage,Vocational school,married,2,0,1307,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,29,Urban area,Living with family,University,single,1,0,2000,5,23,Wholesale and retail trade,between 21-50,10,0,0,0,0,0,0,0,0,0
E,41,Urban area,Owner without mortgage,University,married,3,1,2083.75,14,21,Public administration and defence,> 1.000,12,1,1,0,0,0,0,0,0,0
C,34,Rural area,Owner without mortgage,Missing,married,2,0,1611.25,5,14,Manufacturing,> 1.000,9,0,0,0,0,0,0,0,0,0
C,46,Rural area,Living with family,Post secondary school,widow,1,0,774,3,22,Public administration and defence,between 51-100,11,0,0,0,0,0,0,0,0,0
C,62,Rural area,Owner without mortgage,Highschool,married,2,0,1171,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,31,County capital,Living with family,University,single,1,0,1545,5,16,Missing,Missing,6,0,0,0,0,0,0,0,0,0
B,33,County capital,Living with family,Post-graduate,single,1,0,1246.3575,3,10,Other,> 1.000,2,1,1,0,0,0,0,0,0,0
C,36,County capital,Living with family,University,married,2,0,4671.4,9,13,Financial and insurance activities,between 501-1.000,17,0,0,0,0,0,0,0,0,0
C,42,Rural area,Living with family,Vocational school,married,2,0,713,12,12,Manufacturing,between 11-20,1,0,0,0,0,0,0,0,0,0
F,25,Rural area,Living with family,University,single,1,0,1752,3,10,Construction,between 51-100,2,1,1,0,0,0,0,0,0,0
F,31,Urban area,Living with family,University,married,2,0,1194.33,4,22,Education,> 1.000,1,1,1,0,0,0,0,0,0,0
C,64,County capital,Living with family,Highschool,widow,1,0,757,5,16,Missing,Missing,2,0,0,0,0,0,0,0,0,0
C,68,Urban area,Owner without mortgage,University,single,1,0,1022,5,16,Missing,Missing,2,0,1,0,0,0,0,0,0,0
C,41,Urban area,Owner without mortgage,Post secondary school,single,1,0,1512.72,9,19,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
C,63,Urban area,Owner without mortgage,Highschool,married,2,0,815,5,16,Missing,Missing,13,1,1,0,0,0,0,0,0,0
C,30,County capital,Living with family,University,single,1,0,994,2,21,"Professional, scientific and technical activities",between 51-100,2,1,1,0,1,0,0,0,0,0
F,25,County capital,Living with family,Highschool,married,2,0,2030.0825,5,11,Missing,> 1.000,2,0,0,0,0,0,0,0,0,0
C,48,Urban area,Owner without mortgage,University,married,2,0,3613.12,24,25,Financial and insurance activities,> 1.000,12,0,0,0,0,0,0,0,0,0
B,36,Rural area,Living with family,Post-graduate,single,1,0,1491,4,5,"Agriculture, hunting and forestry",between 11-20,1,1,1,0,0,0,0,0,0,0
C,39,Rural area,Owner without mortgage,Post secondary school,married,3,1,3053,12,85,Human health and social work activities,> 1.000,1,1,1,0,0,0,0,0,0,0
E,48,Urban area,Owner without mortgage,Vocational school,married,2,0,940.65,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,60,Rural area,Owner without mortgage,Highschool,married,2,0,2025,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,26,County capital,Living with family,University,single,1,0,670,1,7,Other,between 0-10,2,0,0,0,0,0,0,0,0,0
E,45,County capital,Owner without mortgage,Highschool,divorced,1,0,1936.4975,15,22,Public administration and defence,between 501-1.000,1,1,1,0,1,0,0,0,0,0
F,42,County capital,Owner without mortgage,University,married,2,0,2019.9975,21,96,Public administration and defence,between 251-500,2,0,0,0,0,0,0,0,0,0
E,48,County capital,Living with family,Post secondary school,single,1,1,1900,7,24,Transportation and storage,> 1.000,1,1,1,0,0,0,0,0,0,1
C,40,Urban area,Living with family,University,married,3,1,2365,19,51,Public administration and defence,between 101-250,1,0,0,0,0,0,0,0,0,0
B,36,Urban area,Living with family,Missing,married,2,0,2958.4925,5,25,Financial and insurance activities,> 1.000,2,0,0,0,0,0,0,0,0,0
B,37,Urban area,Living with family,University,single,1,0,1095.17,2,8,Wholesale and retail trade,> 1.000,2,1,1,0,0,0,0,0,0,1
F,36,County capital,Owner without mortgage,Highschool,married,3,1,1421.33,9,21,Wholesale and retail trade,between 101-250,1,1,1,0,0,0,0,0,0,0
B,36,Rural area,Living with family,Other,married,2,0,803.9225,2,2,Manufacturing,between 501-1.000,1,0,1,0,0,0,0,0,0,0
C,32,County capital,Living with family,Post secondary school,married,2,0,1291,5,16,Public administration and defence,between 251-500,1,0,0,0,0,0,0,0,0,0
C,30,County capital,Living with family,University,single,1,0,3415,5,43,Human health and social work activities,> 1.000,9,0,0,0,0,0,0,0,0,0
